"","LABID","new.fname","Sample","well","plate"
"1295","z0NA","empty_Mnov_GTseek_028_143_PLT_8_R1.fastq","GTseek_028_384i5_143_PLT_8_empty_R1.fastq","143","8"
"1296","z0NA","empty_Mnov_GTseek_028_143_PLT_8_R2.fastq","GTseek_028_384i5_143_PLT_8_empty_R2.fastq","143","8"
"1297","z0055912","z0055912_Mnov_GTseek_028_145_PLT_8_R1.fastq","GTseek_028_384i5_145_PLT_8_55912_R1.fastq","145","8"
"1298","z0055912","z0055912_Mnov_GTseek_028_145_PLT_8_R2.fastq","GTseek_028_384i5_145_PLT_8_55912_R2.fastq","145","8"
"1299","z0061980","z0061980_Mnov_GTseek_028_147_PLT_8_R1.fastq","GTseek_028_384i5_147_PLT_8_61980_R1.fastq","147","8"
"1300","z0061980","z0061980_Mnov_GTseek_028_147_PLT_8_R2.fastq","GTseek_028_384i5_147_PLT_8_61980_R2.fastq","147","8"
"1301","z0063304","z0063304_Mnov_GTseek_028_149_PLT_8_R1.fastq","GTseek_028_384i5_149_PLT_8_63304_R1.fastq","149","8"
"1302","z0063304","z0063304_Mnov_GTseek_028_149_PLT_8_R2.fastq","GTseek_028_384i5_149_PLT_8_63304_R2.fastq","149","8"
"1303","z0175914","z0175914_Mnov_GTseek_028_151_PLT_8_R1.fastq","GTseek_028_384i5_151_PLT_8_175914_R1.fastq","151","8"
"1304","z0175914","z0175914_Mnov_GTseek_028_151_PLT_8_R2.fastq","GTseek_028_384i5_151_PLT_8_175914_R2.fastq","151","8"
"1305","z0187811","z0187811_Mnov_GTseek_028_153_PLT_8_R1.fastq","GTseek_028_384i5_153_PLT_8_187811_R1.fastq","153","8"
"1306","z0187811","z0187811_Mnov_GTseek_028_153_PLT_8_R2.fastq","GTseek_028_384i5_153_PLT_8_187811_R2.fastq","153","8"
"1307","z0062886","z0062886_Mnov_GTseek_028_155_PLT_8_R1.fastq","GTseek_028_384i5_155_PLT_8_62886_R1.fastq","155","8"
"1308","z0062886","z0062886_Mnov_GTseek_028_155_PLT_8_R2.fastq","GTseek_028_384i5_155_PLT_8_62886_R2.fastq","155","8"
"1309","z0025439","z0025439_Mnov_GTseek_028_157_PLT_8_R1.fastq","GTseek_028_384i5_157_PLT_8_25439_R1.fastq","157","8"
"1310","z0025439","z0025439_Mnov_GTseek_028_157_PLT_8_R2.fastq","GTseek_028_384i5_157_PLT_8_25439_R2.fastq","157","8"
"1311","z0012201","z0012201_Mnov_GTseek_028_159_PLT_8_R1.fastq","GTseek_028_384i5_159_PLT_8_12201_R1.fastq","159","8"
"1312","z0012201","z0012201_Mnov_GTseek_028_159_PLT_8_R2.fastq","GTseek_028_384i5_159_PLT_8_12201_R2.fastq","159","8"
"1313","z0040308","z0040308_Mnov_GTseek_029_001_PLT_9_R1.fastq","GTseek_029_384i5_001_PLT_9_40308_R1.fastq","001","9"
"1314","z0040308","z0040308_Mnov_GTseek_029_001_PLT_9_R2.fastq","GTseek_029_384i5_001_PLT_9_40308_R2.fastq","001","9"
"1315","z0040377","z0040377_Mnov_GTseek_029_003_PLT_9_R1.fastq","GTseek_029_384i5_003_PLT_9_40377_R1.fastq","003","9"
"1316","z0040377","z0040377_Mnov_GTseek_029_003_PLT_9_R2.fastq","GTseek_029_384i5_003_PLT_9_40377_R2.fastq","003","9"
"1317","z0040387","z0040387_Mnov_GTseek_029_005_PLT_9_R1.fastq","GTseek_029_384i5_005_PLT_9_40387_R1.fastq","005","9"
"1318","z0040387","z0040387_Mnov_GTseek_029_005_PLT_9_R2.fastq","GTseek_029_384i5_005_PLT_9_40387_R2.fastq","005","9"
"1319","z0040451","z0040451_Mnov_GTseek_029_007_PLT_9_R1.fastq","GTseek_029_384i5_007_PLT_9_40451_R1.fastq","007","9"
"1320","z0040451","z0040451_Mnov_GTseek_029_007_PLT_9_R2.fastq","GTseek_029_384i5_007_PLT_9_40451_R2.fastq","007","9"
"1321","z0040960","z0040960_Mnov_GTseek_029_009_PLT_9_R1.fastq","GTseek_029_384i5_009_PLT_9_40960_R1.fastq","009","9"
"1322","z0040960","z0040960_Mnov_GTseek_029_009_PLT_9_R2.fastq","GTseek_029_384i5_009_PLT_9_40960_R2.fastq","009","9"
"1323","z0041026","z0041026_Mnov_GTseek_029_011_PLT_9_R1.fastq","GTseek_029_384i5_011_PLT_9_41026_R1.fastq","011","9"
"1324","z0041026","z0041026_Mnov_GTseek_029_011_PLT_9_R2.fastq","GTseek_029_384i5_011_PLT_9_41026_R2.fastq","011","9"
"1325","z0041115","z0041115_Mnov_GTseek_029_013_PLT_9_R1.fastq","GTseek_029_384i5_013_PLT_9_41115_R1.fastq","013","9"
"1326","z0041115","z0041115_Mnov_GTseek_029_013_PLT_9_R2.fastq","GTseek_029_384i5_013_PLT_9_41115_R2.fastq","013","9"
"1327","z0041174","z0041174_Mnov_GTseek_029_015_PLT_9_R1.fastq","GTseek_029_384i5_015_PLT_9_41174_R1.fastq","015","9"
"1328","z0041174","z0041174_Mnov_GTseek_029_015_PLT_9_R2.fastq","GTseek_029_384i5_015_PLT_9_41174_R2.fastq","015","9"
"1329","z0041274","z0041274_Mnov_GTseek_029_017_PLT_9_R1.fastq","GTseek_029_384i5_017_PLT_9_41274_R1.fastq","017","9"
"1330","z0041274","z0041274_Mnov_GTseek_029_017_PLT_9_R2.fastq","GTseek_029_384i5_017_PLT_9_41274_R2.fastq","017","9"
"1331","z0043627","z0043627_Mnov_GTseek_029_019_PLT_9_R1.fastq","GTseek_029_384i5_019_PLT_9_43627_R1.fastq","019","9"
"1332","z0043627","z0043627_Mnov_GTseek_029_019_PLT_9_R2.fastq","GTseek_029_384i5_019_PLT_9_43627_R2.fastq","019","9"
"1333","z0043678","z0043678_Mnov_GTseek_029_021_PLT_9_R1.fastq","GTseek_029_384i5_021_PLT_9_43678_R1.fastq","021","9"
"1334","z0043678","z0043678_Mnov_GTseek_029_021_PLT_9_R2.fastq","GTseek_029_384i5_021_PLT_9_43678_R2.fastq","021","9"
"1335","z0047602","z0047602_Mnov_GTseek_029_023_PLT_9_R1.fastq","GTseek_029_384i5_023_PLT_9_47602_R1.fastq","023","9"
"1336","z0047602","z0047602_Mnov_GTseek_029_023_PLT_9_R2.fastq","GTseek_029_384i5_023_PLT_9_47602_R2.fastq","023","9"
"1337","z0047603","z0047603_Mnov_GTseek_029_025_PLT_9_R1.fastq","GTseek_029_384i5_025_PLT_9_47603_R1.fastq","025","9"
"1338","z0047603","z0047603_Mnov_GTseek_029_025_PLT_9_R2.fastq","GTseek_029_384i5_025_PLT_9_47603_R2.fastq","025","9"
"1339","z0047613","z0047613_Mnov_GTseek_029_027_PLT_9_R1.fastq","GTseek_029_384i5_027_PLT_9_47613_R1.fastq","027","9"
"1340","z0047613","z0047613_Mnov_GTseek_029_027_PLT_9_R2.fastq","GTseek_029_384i5_027_PLT_9_47613_R2.fastq","027","9"
"1341","z0056092","z0056092_Mnov_GTseek_029_029_PLT_9_R1.fastq","GTseek_029_384i5_029_PLT_9_56092_R1.fastq","029","9"
"1342","z0056092","z0056092_Mnov_GTseek_029_029_PLT_9_R2.fastq","GTseek_029_384i5_029_PLT_9_56092_R2.fastq","029","9"
"1343","z0107055","z0107055_Mnov_GTseek_029_031_PLT_9_R1.fastq","GTseek_029_384i5_031_PLT_9_107055_R1.fastq","031","9"
"1344","z0107055","z0107055_Mnov_GTseek_029_031_PLT_9_R2.fastq","GTseek_029_384i5_031_PLT_9_107055_R2.fastq","031","9"
"1345","z0107073","z0107073_Mnov_GTseek_029_033_PLT_9_R1.fastq","GTseek_029_384i5_033_PLT_9_107073_R1.fastq","033","9"
"1346","z0107073","z0107073_Mnov_GTseek_029_033_PLT_9_R2.fastq","GTseek_029_384i5_033_PLT_9_107073_R2.fastq","033","9"
"1347","z0107078","z0107078_Mnov_GTseek_029_035_PLT_9_R1.fastq","GTseek_029_384i5_035_PLT_9_107078_R1.fastq","035","9"
"1348","z0107078","z0107078_Mnov_GTseek_029_035_PLT_9_R2.fastq","GTseek_029_384i5_035_PLT_9_107078_R2.fastq","035","9"
"1349","z0107080","z0107080_Mnov_GTseek_029_037_PLT_9_R1.fastq","GTseek_029_384i5_037_PLT_9_107080_R1.fastq","037","9"
"1350","z0107080","z0107080_Mnov_GTseek_029_037_PLT_9_R2.fastq","GTseek_029_384i5_037_PLT_9_107080_R2.fastq","037","9"
"1351","z0108510","z0108510_Mnov_GTseek_029_039_PLT_9_R1.fastq","GTseek_029_384i5_039_PLT_9_108510_R1.fastq","039","9"
"1352","z0108510","z0108510_Mnov_GTseek_029_039_PLT_9_R2.fastq","GTseek_029_384i5_039_PLT_9_108510_R2.fastq","039","9"
"1353","z0025405","z0025405_Mnov_GTseek_029_041_PLT_9_R1.fastq","GTseek_029_384i5_041_PLT_9_25405_R1.fastq","041","9"
"1354","z0025405","z0025405_Mnov_GTseek_029_041_PLT_9_R2.fastq","GTseek_029_384i5_041_PLT_9_25405_R2.fastq","041","9"
"1355","z0055945","z0055945_Mnov_GTseek_029_043_PLT_9_R1.fastq","GTseek_029_384i5_043_PLT_9_55945_R1.fastq","043","9"
"1356","z0055945","z0055945_Mnov_GTseek_029_043_PLT_9_R2.fastq","GTseek_029_384i5_043_PLT_9_55945_R2.fastq","043","9"
"1357","z0056089","z0056089_Mnov_GTseek_029_045_PLT_9_R1.fastq","GTseek_029_384i5_045_PLT_9_56089_R1.fastq","045","9"
"1358","z0056089","z0056089_Mnov_GTseek_029_045_PLT_9_R2.fastq","GTseek_029_384i5_045_PLT_9_56089_R2.fastq","045","9"
"1359","z0056052","z0056052_Mnov_GTseek_029_047_PLT_9_R1.fastq","GTseek_029_384i5_047_PLT_9_56052_R1.fastq","047","9"
"1360","z0056052","z0056052_Mnov_GTseek_029_047_PLT_9_R2.fastq","GTseek_029_384i5_047_PLT_9_56052_R2.fastq","047","9"
"1361","z0055884","z0055884_Mnov_GTseek_029_049_PLT_9_R1.fastq","GTseek_029_384i5_049_PLT_9_55884_R1.fastq","049","9"
"1362","z0055884","z0055884_Mnov_GTseek_029_049_PLT_9_R2.fastq","GTseek_029_384i5_049_PLT_9_55884_R2.fastq","049","9"
"1363","z0055896","z0055896_Mnov_GTseek_029_051_PLT_9_R1.fastq","GTseek_029_384i5_051_PLT_9_55896_R1.fastq","051","9"
"1364","z0055896","z0055896_Mnov_GTseek_029_051_PLT_9_R2.fastq","GTseek_029_384i5_051_PLT_9_55896_R2.fastq","051","9"
"1365","z0055909","z0055909_Mnov_GTseek_029_053_PLT_9_R1.fastq","GTseek_029_384i5_053_PLT_9_55909_R1.fastq","053","9"
"1366","z0055909","z0055909_Mnov_GTseek_029_053_PLT_9_R2.fastq","GTseek_029_384i5_053_PLT_9_55909_R2.fastq","053","9"
"1367","z0056106","z0056106_Mnov_GTseek_029_055_PLT_9_R1.fastq","GTseek_029_384i5_055_PLT_9_56106_R1.fastq","055","9"
"1368","z0056106","z0056106_Mnov_GTseek_029_055_PLT_9_R2.fastq","GTseek_029_384i5_055_PLT_9_56106_R2.fastq","055","9"
"1369","z0055915","z0055915_Mnov_GTseek_029_057_PLT_9_R1.fastq","GTseek_029_384i5_057_PLT_9_55915_R1.fastq","057","9"
"1370","z0055915","z0055915_Mnov_GTseek_029_057_PLT_9_R2.fastq","GTseek_029_384i5_057_PLT_9_55915_R2.fastq","057","9"
"1371","z0056110","z0056110_Mnov_GTseek_029_059_PLT_9_R1.fastq","GTseek_029_384i5_059_PLT_9_56110_R1.fastq","059","9"
"1372","z0056110","z0056110_Mnov_GTseek_029_059_PLT_9_R2.fastq","GTseek_029_384i5_059_PLT_9_56110_R2.fastq","059","9"
"1373","z0055932","z0055932_Mnov_GTseek_029_061_PLT_9_R1.fastq","GTseek_029_384i5_061_PLT_9_55932_R1.fastq","061","9"
"1374","z0055932","z0055932_Mnov_GTseek_029_061_PLT_9_R2.fastq","GTseek_029_384i5_061_PLT_9_55932_R2.fastq","061","9"
"1375","z0056111","z0056111_Mnov_GTseek_029_063_PLT_9_R1.fastq","GTseek_029_384i5_063_PLT_9_56111_R1.fastq","063","9"
"1376","z0056111","z0056111_Mnov_GTseek_029_063_PLT_9_R2.fastq","GTseek_029_384i5_063_PLT_9_56111_R2.fastq","063","9"
"1377","z0056056","z0056056_Mnov_GTseek_029_065_PLT_9_R1.fastq","GTseek_029_384i5_065_PLT_9_56056_R1.fastq","065","9"
"1378","z0056056","z0056056_Mnov_GTseek_029_065_PLT_9_R2.fastq","GTseek_029_384i5_065_PLT_9_56056_R2.fastq","065","9"
"1379","z0056058","z0056058_Mnov_GTseek_029_067_PLT_9_R1.fastq","GTseek_029_384i5_067_PLT_9_56058_R1.fastq","067","9"
"1380","z0056058","z0056058_Mnov_GTseek_029_067_PLT_9_R2.fastq","GTseek_029_384i5_067_PLT_9_56058_R2.fastq","067","9"
"1381","z0056059","z0056059_Mnov_GTseek_029_069_PLT_9_R1.fastq","GTseek_029_384i5_069_PLT_9_56059_R1.fastq","069","9"
"1382","z0056059","z0056059_Mnov_GTseek_029_069_PLT_9_R2.fastq","GTseek_029_384i5_069_PLT_9_56059_R2.fastq","069","9"
"1383","z0056072","z0056072_Mnov_GTseek_029_071_PLT_9_R1.fastq","GTseek_029_384i5_071_PLT_9_56072_R1.fastq","071","9"
"1384","z0056072","z0056072_Mnov_GTseek_029_071_PLT_9_R2.fastq","GTseek_029_384i5_071_PLT_9_56072_R2.fastq","071","9"
"1385","z0056073","z0056073_Mnov_GTseek_029_073_PLT_9_R1.fastq","GTseek_029_384i5_073_PLT_9_56073_R1.fastq","073","9"
"1386","z0056073","z0056073_Mnov_GTseek_029_073_PLT_9_R2.fastq","GTseek_029_384i5_073_PLT_9_56073_R2.fastq","073","9"
"1387","z0056074","z0056074_Mnov_GTseek_029_075_PLT_9_R1.fastq","GTseek_029_384i5_075_PLT_9_56074_R1.fastq","075","9"
"1388","z0056074","z0056074_Mnov_GTseek_029_075_PLT_9_R2.fastq","GTseek_029_384i5_075_PLT_9_56074_R2.fastq","075","9"
"1389","z0056081","z0056081_Mnov_GTseek_029_077_PLT_9_R1.fastq","GTseek_029_384i5_077_PLT_9_56081_R1.fastq","077","9"
"1390","z0056081","z0056081_Mnov_GTseek_029_077_PLT_9_R2.fastq","GTseek_029_384i5_077_PLT_9_56081_R2.fastq","077","9"
"1391","z0056083","z0056083_Mnov_GTseek_029_079_PLT_9_R1.fastq","GTseek_029_384i5_079_PLT_9_56083_R1.fastq","079","9"
"1392","z0056083","z0056083_Mnov_GTseek_029_079_PLT_9_R2.fastq","GTseek_029_384i5_079_PLT_9_56083_R2.fastq","079","9"
"1393","z0056082","z0056082_Mnov_GTseek_029_081_PLT_9_R1.fastq","GTseek_029_384i5_081_PLT_9_56082_R1.fastq","081","9"
"1394","z0056082","z0056082_Mnov_GTseek_029_081_PLT_9_R2.fastq","GTseek_029_384i5_081_PLT_9_56082_R2.fastq","081","9"
"1395","z0055895","z0055895_Mnov_GTseek_029_083_PLT_9_R1.fastq","GTseek_029_384i5_083_PLT_9_55895_R1.fastq","083","9"
"1396","z0055895","z0055895_Mnov_GTseek_029_083_PLT_9_R2.fastq","GTseek_029_384i5_083_PLT_9_55895_R2.fastq","083","9"
"1397","z0055986","z0055986_Mnov_GTseek_029_085_PLT_9_R1.fastq","GTseek_029_384i5_085_PLT_9_55986_R1.fastq","085","9"
"1398","z0055986","z0055986_Mnov_GTseek_029_085_PLT_9_R2.fastq","GTseek_029_384i5_085_PLT_9_55986_R2.fastq","085","9"
"1399","z0055963","z0055963_Mnov_GTseek_029_087_PLT_9_R1.fastq","GTseek_029_384i5_087_PLT_9_55963_R1.fastq","087","9"
"1400","z0055963","z0055963_Mnov_GTseek_029_087_PLT_9_R2.fastq","GTseek_029_384i5_087_PLT_9_55963_R2.fastq","087","9"
"1401","z0056001","z0056001_Mnov_GTseek_029_089_PLT_9_R1.fastq","GTseek_029_384i5_089_PLT_9_56001_R1.fastq","089","9"
"1402","z0056001","z0056001_Mnov_GTseek_029_089_PLT_9_R2.fastq","GTseek_029_384i5_089_PLT_9_56001_R2.fastq","089","9"
"1403","z0055970","z0055970_Mnov_GTseek_029_091_PLT_9_R1.fastq","GTseek_029_384i5_091_PLT_9_55970_R1.fastq","091","9"
"1404","z0055970","z0055970_Mnov_GTseek_029_091_PLT_9_R2.fastq","GTseek_029_384i5_091_PLT_9_55970_R2.fastq","091","9"
"1405","z0055947","z0055947_Mnov_GTseek_029_093_PLT_9_R1.fastq","GTseek_029_384i5_093_PLT_9_55947_R1.fastq","093","9"
"1406","z0055947","z0055947_Mnov_GTseek_029_093_PLT_9_R2.fastq","GTseek_029_384i5_093_PLT_9_55947_R2.fastq","093","9"
"1407","z0056010","z0056010_Mnov_GTseek_029_095_PLT_9_R1.fastq","GTseek_029_384i5_095_PLT_9_56010_R1.fastq","095","9"
"1408","z0056010","z0056010_Mnov_GTseek_029_095_PLT_9_R2.fastq","GTseek_029_384i5_095_PLT_9_56010_R2.fastq","095","9"
"1409","z0055948","z0055948_Mnov_GTseek_029_097_PLT_9_R1.fastq","GTseek_029_384i5_097_PLT_9_55948_R1.fastq","097","9"
"1410","z0055948","z0055948_Mnov_GTseek_029_097_PLT_9_R2.fastq","GTseek_029_384i5_097_PLT_9_55948_R2.fastq","097","9"
"1411","z0055990","z0055990_Mnov_GTseek_029_099_PLT_9_R1.fastq","GTseek_029_384i5_099_PLT_9_55990_R1.fastq","099","9"
"1412","z0055990","z0055990_Mnov_GTseek_029_099_PLT_9_R2.fastq","GTseek_029_384i5_099_PLT_9_55990_R2.fastq","099","9"
"1413","z0056337","z0056337_Mnov_GTseek_029_101_PLT_9_R1.fastq","GTseek_029_384i5_101_PLT_9_56337_R1.fastq","101","9"
"1414","z0056337","z0056337_Mnov_GTseek_029_101_PLT_9_R2.fastq","GTseek_029_384i5_101_PLT_9_56337_R2.fastq","101","9"
"1415","z0055959","z0055959_Mnov_GTseek_029_103_PLT_9_R1.fastq","GTseek_029_384i5_103_PLT_9_55959_R1.fastq","103","9"
"1416","z0055959","z0055959_Mnov_GTseek_029_103_PLT_9_R2.fastq","GTseek_029_384i5_103_PLT_9_55959_R2.fastq","103","9"
"1417","z0055910","z0055910_Mnov_GTseek_029_105_PLT_9_R1.fastq","GTseek_029_384i5_105_PLT_9_55910_R1.fastq","105","9"
"1418","z0055910","z0055910_Mnov_GTseek_029_105_PLT_9_R2.fastq","GTseek_029_384i5_105_PLT_9_55910_R2.fastq","105","9"
"1419","z0055928","z0055928_Mnov_GTseek_029_107_PLT_9_R1.fastq","GTseek_029_384i5_107_PLT_9_55928_R1.fastq","107","9"
"1420","z0055928","z0055928_Mnov_GTseek_029_107_PLT_9_R2.fastq","GTseek_029_384i5_107_PLT_9_55928_R2.fastq","107","9"
"1421","z0055957","z0055957_Mnov_GTseek_029_109_PLT_9_R1.fastq","GTseek_029_384i5_109_PLT_9_55957_R1.fastq","109","9"
"1422","z0055957","z0055957_Mnov_GTseek_029_109_PLT_9_R2.fastq","GTseek_029_384i5_109_PLT_9_55957_R2.fastq","109","9"
"1423","z0056012","z0056012_Mnov_GTseek_029_111_PLT_9_R1.fastq","GTseek_029_384i5_111_PLT_9_56012_R1.fastq","111","9"
"1424","z0056012","z0056012_Mnov_GTseek_029_111_PLT_9_R2.fastq","GTseek_029_384i5_111_PLT_9_56012_R2.fastq","111","9"
"1425","z0055936","z0055936_Mnov_GTseek_029_113_PLT_9_R1.fastq","GTseek_029_384i5_113_PLT_9_55936_R1.fastq","113","9"
"1426","z0055936","z0055936_Mnov_GTseek_029_113_PLT_9_R2.fastq","GTseek_029_384i5_113_PLT_9_55936_R2.fastq","113","9"
"1427","z0055965","z0055965_Mnov_GTseek_029_115_PLT_9_R1.fastq","GTseek_029_384i5_115_PLT_9_55965_R1.fastq","115","9"
"1428","z0055965","z0055965_Mnov_GTseek_029_115_PLT_9_R2.fastq","GTseek_029_384i5_115_PLT_9_55965_R2.fastq","115","9"
"1429","z0056011","z0056011_Mnov_GTseek_029_117_PLT_9_R1.fastq","GTseek_029_384i5_117_PLT_9_56011_R1.fastq","117","9"
"1430","z0056011","z0056011_Mnov_GTseek_029_117_PLT_9_R2.fastq","GTseek_029_384i5_117_PLT_9_56011_R2.fastq","117","9"
"1431","z0056029","z0056029_Mnov_GTseek_029_119_PLT_9_R1.fastq","GTseek_029_384i5_119_PLT_9_56029_R1.fastq","119","9"
"1432","z0056029","z0056029_Mnov_GTseek_029_119_PLT_9_R2.fastq","GTseek_029_384i5_119_PLT_9_56029_R2.fastq","119","9"
"1433","z0056044","z0056044_Mnov_GTseek_029_121_PLT_9_R1.fastq","GTseek_029_384i5_121_PLT_9_56044_R1.fastq","121","9"
"1434","z0056044","z0056044_Mnov_GTseek_029_121_PLT_9_R2.fastq","GTseek_029_384i5_121_PLT_9_56044_R2.fastq","121","9"
"1435","z0056062","z0056062_Mnov_GTseek_029_123_PLT_9_R1.fastq","GTseek_029_384i5_123_PLT_9_56062_R1.fastq","123","9"
"1436","z0056062","z0056062_Mnov_GTseek_029_123_PLT_9_R2.fastq","GTseek_029_384i5_123_PLT_9_56062_R2.fastq","123","9"
"1437","z0056063","z0056063_Mnov_GTseek_029_125_PLT_9_R1.fastq","GTseek_029_384i5_125_PLT_9_56063_R1.fastq","125","9"
"1438","z0056063","z0056063_Mnov_GTseek_029_125_PLT_9_R2.fastq","GTseek_029_384i5_125_PLT_9_56063_R2.fastq","125","9"
"1439","z0056064","z0056064_Mnov_GTseek_029_127_PLT_9_R1.fastq","GTseek_029_384i5_127_PLT_9_56064_R1.fastq","127","9"
"1440","z0056064","z0056064_Mnov_GTseek_029_127_PLT_9_R2.fastq","GTseek_029_384i5_127_PLT_9_56064_R2.fastq","127","9"
"1441","z0056065","z0056065_Mnov_GTseek_029_129_PLT_9_R1.fastq","GTseek_029_384i5_129_PLT_9_56065_R1.fastq","129","9"
"1442","z0056065","z0056065_Mnov_GTseek_029_129_PLT_9_R2.fastq","GTseek_029_384i5_129_PLT_9_56065_R2.fastq","129","9"
"1443","z0056066","z0056066_Mnov_GTseek_029_131_PLT_9_R1.fastq","GTseek_029_384i5_131_PLT_9_56066_R1.fastq","131","9"
"1444","z0056066","z0056066_Mnov_GTseek_029_131_PLT_9_R2.fastq","GTseek_029_384i5_131_PLT_9_56066_R2.fastq","131","9"
"1445","z0056069","z0056069_Mnov_GTseek_029_133_PLT_9_R1.fastq","GTseek_029_384i5_133_PLT_9_56069_R1.fastq","133","9"
"1446","z0056069","z0056069_Mnov_GTseek_029_133_PLT_9_R2.fastq","GTseek_029_384i5_133_PLT_9_56069_R2.fastq","133","9"
"1447","z0056076","z0056076_Mnov_GTseek_029_135_PLT_9_R1.fastq","GTseek_029_384i5_135_PLT_9_56076_R1.fastq","135","9"
"1448","z0056076","z0056076_Mnov_GTseek_029_135_PLT_9_R2.fastq","GTseek_029_384i5_135_PLT_9_56076_R2.fastq","135","9"
"1449","z0056085","z0056085_Mnov_GTseek_029_137_PLT_9_R1.fastq","GTseek_029_384i5_137_PLT_9_56085_R1.fastq","137","9"
"1450","z0056085","z0056085_Mnov_GTseek_029_137_PLT_9_R2.fastq","GTseek_029_384i5_137_PLT_9_56085_R2.fastq","137","9"
"1451","z0056090","z0056090_Mnov_GTseek_029_139_PLT_9_R1.fastq","GTseek_029_384i5_139_PLT_9_56090_R1.fastq","139","9"
"1452","z0056090","z0056090_Mnov_GTseek_029_139_PLT_9_R2.fastq","GTseek_029_384i5_139_PLT_9_56090_R2.fastq","139","9"
"1453","z0056093","z0056093_Mnov_GTseek_029_141_PLT_9_R1.fastq","GTseek_029_384i5_141_PLT_9_56093_R1.fastq","141","9"
"1454","z0056093","z0056093_Mnov_GTseek_029_141_PLT_9_R2.fastq","GTseek_029_384i5_141_PLT_9_56093_R2.fastq","141","9"
"1455","z0056095","z0056095_Mnov_GTseek_029_143_PLT_9_R1.fastq","GTseek_029_384i5_143_PLT_9_56095_R1.fastq","143","9"
"1456","z0056095","z0056095_Mnov_GTseek_029_143_PLT_9_R2.fastq","GTseek_029_384i5_143_PLT_9_56095_R2.fastq","143","9"
"1457","z0056100","z0056100_Mnov_GTseek_029_145_PLT_9_R1.fastq","GTseek_029_384i5_145_PLT_9_56100_R1.fastq","145","9"
"1458","z0056100","z0056100_Mnov_GTseek_029_145_PLT_9_R2.fastq","GTseek_029_384i5_145_PLT_9_56100_R2.fastq","145","9"
"1459","z0056079","z0056079_Mnov_GTseek_029_147_PLT_9_R1.fastq","GTseek_029_384i5_147_PLT_9_56079_R1.fastq","147","9"
"1460","z0056079","z0056079_Mnov_GTseek_029_147_PLT_9_R2.fastq","GTseek_029_384i5_147_PLT_9_56079_R2.fastq","147","9"
"1461","z0056102","z0056102_Mnov_GTseek_029_149_PLT_9_R1.fastq","GTseek_029_384i5_149_PLT_9_56102_R1.fastq","149","9"
"1462","z0056102","z0056102_Mnov_GTseek_029_149_PLT_9_R2.fastq","GTseek_029_384i5_149_PLT_9_56102_R2.fastq","149","9"
"1463","z0056103","z0056103_Mnov_GTseek_029_151_PLT_9_R1.fastq","GTseek_029_384i5_151_PLT_9_56103_R1.fastq","151","9"
"1464","z0056103","z0056103_Mnov_GTseek_029_151_PLT_9_R2.fastq","GTseek_029_384i5_151_PLT_9_56103_R2.fastq","151","9"
"1465","z0056104","z0056104_Mnov_GTseek_029_153_PLT_9_R1.fastq","GTseek_029_384i5_153_PLT_9_56104_R1.fastq","153","9"
"1466","z0056104","z0056104_Mnov_GTseek_029_153_PLT_9_R2.fastq","GTseek_029_384i5_153_PLT_9_56104_R2.fastq","153","9"
"1467","z0012701","z0012701_Mnov_GTseek_029_155_PLT_9_R1.fastq","GTseek_029_384i5_155_PLT_9_12701_R1.fastq","155","9"
"1468","z0012701","z0012701_Mnov_GTseek_029_155_PLT_9_R2.fastq","GTseek_029_384i5_155_PLT_9_12701_R2.fastq","155","9"
"1469","z0040337","z0040337_Mnov_GTseek_029_157_PLT_9_R1.fastq","GTseek_029_384i5_157_PLT_9_40337_R1.fastq","157","9"
"1470","z0040337","z0040337_Mnov_GTseek_029_157_PLT_9_R2.fastq","GTseek_029_384i5_157_PLT_9_40337_R2.fastq","157","9"
"1471","z0007446","z0007446_Mnov_GTseek_029_159_PLT_9_R1.fastq","GTseek_029_384i5_159_PLT_9_7446_R1.fastq","159","9"
"1472","z0007446","z0007446_Mnov_GTseek_029_159_PLT_9_R2.fastq","GTseek_029_384i5_159_PLT_9_7446_R2.fastq","159","9"
"1473","z0117063","z0117063_Mnov_GTseek_029_161_PLT_9_R1.fastq","GTseek_029_384i5_161_PLT_9_117063_R1.fastq","161","9"
"1474","z0117063","z0117063_Mnov_GTseek_029_161_PLT_9_R2.fastq","GTseek_029_384i5_161_PLT_9_117063_R2.fastq","161","9"
"1475","z0009880","z0009880_Mnov_GTseek_029_163_PLT_9_R1.fastq","GTseek_029_384i5_163_PLT_9_9880_R1.fastq","163","9"
"1476","z0009880","z0009880_Mnov_GTseek_029_163_PLT_9_R2.fastq","GTseek_029_384i5_163_PLT_9_9880_R2.fastq","163","9"
"1477","z0030424","z0030424_Mnov_GTseek_029_165_PLT_9_R1.fastq","GTseek_029_384i5_165_PLT_9_30424_R1.fastq","165","9"
"1478","z0030424","z0030424_Mnov_GTseek_029_165_PLT_9_R2.fastq","GTseek_029_384i5_165_PLT_9_30424_R2.fastq","165","9"
"1479","z0032258","z0032258_Mnov_GTseek_029_167_PLT_9_R1.fastq","GTseek_029_384i5_167_PLT_9_32258_R1.fastq","167","9"
"1480","z0032258","z0032258_Mnov_GTseek_029_167_PLT_9_R2.fastq","GTseek_029_384i5_167_PLT_9_32258_R2.fastq","167","9"
